ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
NORTH,0252,Financial Services,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,47 22 01 79 50,Norway,[],http://www.northenergy.no,1,Tjuvholmen alle 3,,Asset Management,1.52,1.46,1.3192029,0.19736843,,,1.46,,306785,,1.52,1.405,0.3,1.46,,306785,,,,0.3,1559088000,1.023228,,,1.455,4,NOK,,23555,,,,175878000,,,123956,199.18233,1.455,1.505,,3094400,23555,1.65,-1.6129032,,,0.9,1.49,False,0.229,1019800,1.46,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORTH.OL,finmb_53162324,no_market,,-44.819,,0,2.027,,,-0.93,,117252000,,,2.252,,,,1577750400,0,-66068000,-0.593,,,0.6660746,0.54482,1640908800,1585612800,,,46214715,-39575580,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,3,,,,,3e9514d3-4df0-35ae-a53c-9645c2c7d74c,,
NORBIT,7041,Technology,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,47 73 98 25 50,Norway,[],http://www.norbit.com,1,Stiklestadveien 1,,Scientific & Technical Instruments,15.75,15.8,15.8185215,0.01904762,0,,16.05,,17595,,15.75,14.775,0.3,15.8,,17595,,,,0.6,1588636800,,,,15.75,2,NOK,18.632076,8791,,,,897233024,,,40807,1.3552325,15.75,15.75,,,8791,24.7,,,,12.6,15.45,False,0.0383,,16.05,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.402,,0.07274,8.655,-0.30309737,,,,56786900,,,7.886,,,,1577750400,0.14749,48155000,0.848,,,2.0035505,0.54075,1640908800,1585612800,,,25260525,927948928,,,,,,-0.857,,,,,,,,https://logo.clearbit.com/norbit.com,260,,,,,4640b786-3211-395e-b406-24cdb3c10b51,,
NHY,0240,Basic Materials,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,47 22 53 81 00,Norway,[],http://www.hydro.com,1,Drammensveien 260,47 22 53 27 25,Aluminum,27.12,27.27,25.663986,0.046091445,0,,27.5,,4735403,,27.12,27.014118,1.25,27.27,,4735403,,,,,1589241600,0.937862,,,27.06,2,NOK,,1026632,,,,55773777920,,,6753832,0.39241934,27.06,27.22,,410000,1026632,36.41,7.317204,,,19.135,27.21,False,,1100,27.5,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000,EQUITY,NHY.OL,finmb_292387,no_market,,0.502,,-0.03373,7.087,,,3.72,,2048999936,,,36.912,,,,1577750400,0.29948,-4793999872,-2.341,,,0.73742956,0.34263,1640908800,1593475200,,,1339123950,71305879552,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,35000,Vakero,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,,
NODL,HM 08,Energy,"Northern Drilling Ltd., a drilling contractor, focuses on acquiring and operating offshore drilling rigs for oil and gas industry. It owns two semi-submersible drilling rigs, as well as owns two drillships and an option to acquire a third drillship. The company was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.northerndrillingltd.com,1,Par La Ville Place,,Oil & Gas Drilling,6.5,6.5,6.9492393,,0,,6.5,,25763,,6.5,6.385588,,6.5,,25763,,,,,,2.667612,,,6.24,2,NOK,,27997,,,,102605880,,,97708,4.4356685,6.24,6.5,,0,27997,33.5,-23.555555,,,2.1,6.37,False,,0,6.5,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,NODL.OL,finmb_423276374,no_market,,3.596,,-0.77883005,,-0.79813665,,-0.27,,16133000,,,15.705,,,,1577750400,0.75004,-18016000,-0.182,,,0.4049666,0.39400002,1640908800,1585612800,,,8754259,83184608,,,,,,,,,,,,,,https://logo.clearbit.com/northerndrillingltd.com,2,14th Par La Ville Road,,,,93da0603-ff72-38a9-8236-0d8bf6368755,,
MULTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NANO,0884,Healthcare,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1,Kjelsasveien 168 B,47 22 58 00 07,Biotechnology,26.78,26.84,19.809425,,0,,27.46,,879039,,26.78,21.569412,,26.84,,879039,,,,,,0.999419,,,26.74,2,NOK,,198295,,,,1786371328,,,445948,,26.74,27.04,,10000,198295,40,-3.3919597,,,9.57,26.92,False,,100000,27.46,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0,-2.953,-0.1991626,,-7.96,,66161900,,,4.362,,,,1577750400,0.24163,-435830016,-7.274,,0.16254902,6.1898212,0.14242,1640908800,1585612800,,,51454245,1391087232,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,43,,,,,,,
NEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOD,7052,Technology,"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, and sells integrated circuits and related solutions for short and long range wireless communication in Europe, the Americas, and the Asia/Pacific. The company specializes in ultra-low power components, based on its proprietary 2.4 GHz RF, Bluetooth low energy, and LTE-M and NB- Internet of Things (IoT); and develops long power cellular IoT. It also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, the company offers Zigbee 3.0 IoT solutions; Thread solution for low-power IEEE 802.15.4 devices; nRF52 and nRF51 series system-on-chips, and nRF5 software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, it provides software for system development, communication stacks, and application layer software, as well as development tools for desktops, mobiles, and clouds. The company's products are used in various applications, such as audio and music, automotives, beacons, computer peripherals, connected health and homes, education, industrial automation, LED lightings, logistics and transport, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway.",Trondheim,47 72 89 89 00,Norway,[],http://www.nordicsemi.com,1,Otto Nielsens veg 12,,Semiconductor Equipment & Materials,93.65,93.6,62.82935,,0,,93.6,,340782,,93.65,84.22941,,93.6,,340782,,,,,1308268800,1.452961,,,90.1,2,NOK,1097.5903,267220,,,,16189652992,,,473664,49.9693,90.1,91.15,,96500,267220,96.2,1138.75,,,31.48,91.05,False,,581300,93.6,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOD.OL,finmb_884166,no_market,,50.83,,0.04478,582.005,1.3708861,,0.08,,177712992,,,1.371,,,,1577750400,0.55627996,14507000,0.083,,,66.447845,0.13182001,1640908800,1593475200,,,171036252,16468400128,,,,,,0.5,,,,,,,,https://logo.clearbit.com/nordicsemi.com,822,,,,,61ea7640-f972-397d-be57-4173fa2df326,,
NAS,1330,Industrials,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1,Oksenoyveien 3,,Airlines,1.577,1.5,11.25679,,0,,1.51,,33100783,,1.577,2.6051471,,1.5,,33100783,,,,,,1.308943,,,1.2845,4,NOK,,66562275,,,,5034315776,,,46073831,0.11567316,1.2845,1.39,,,66562275,48.17,,,,1.2845,1.386,False,,,1.51,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAS.OL,finmb_9002664,no_market,,1.442,,-0.03712,16.935,-0.9567945,,,,3621809920,,,25.074,,,,1577750400,0.28066,-1615399936,-12.63,,,0.05543591,0.10098,1640908800,1577750400,,,1738635491,62777298944,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,9389,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb,,
NOR,0158,Energy,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 33 60 00,Norway,[],http://www.noreco.com,1,Nedre Vollgate 1,,Oil & Gas E&P,150.5,151,161.24565,,0,,153.5,,8303,,150.5,154.75,,151,,8303,,,,,,0.279907,,,151,2,NOK,15.442831,1903,,,,3640745984,,,18625,7.5691185,151,152,,50000,1903,270.5,8.809802,,,105,151.5,False,,200100,153.5,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOR.OL,finmb_24349084,no_market,,9.074,,0.43243,20.116,-0.36631578,,17.14,,24110900,,,28.22,,,,1577750400,0.13282,208000000,9.778,,,5.3508153,0.026600001,1640908800,1585612800,,,5919351,4364566016,,1431648000,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,29,,,,,42d25bec-cf8f-30f3-a632-33cae79974f4,,
OBSERV,0255,Healthcare,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1,Henrik Ibsensgate 90,,Medical Devices,14.15,14.15,12.59432,,0,,14.2,,46556,,14.15,14.630882,,14.15,,46556,,,,,,,,,13.9,2,NOK,,19353,,,,275957120,,,24610,1519.7802,13.9,14.2,,,19353,20.5,,,,5.902,13.9,False,,,14.2,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1355.833,,0,-16.857,Infinity,,,,19433600,,,0.954,,,,1577750400,0.11623,-13250616,-0.864,,,14.884696,0.77686,1640908800,1585612800,,,5984410,246188160,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,7,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,,
NOFI,1364,Financial Services,"Norwegian Finans Holding ASA, through its subsidiary, Bank Norwegian AS, provides various digital banking products and services to retail customers in Norway, Finland, Sweden, and Denmark. It offers deposit accounts, installment loans, and credit cards through Internet. The company also provides a combined credit card and reward card in cooperation with the airline Norwegian. Norwegian Finans Holding ASA was founded in 2007 and is based in Fornebu, Norway.",Fornebu,,Norway,[],http://www.banknorwegian.no/OmOss/InvestorRelations,1,Snaroyveien 36,,Banks—Regional,72.35,72.2,65.92732,0.04395301,0,,74.5,,179590,,72.35,69.35,3.18,72.2,,179590,,,,,1588204800,1.537746,,,72,2,NOK,7.39479,146707,,,,13778092032,,,391400,3.608354,72,73.8,,795000,146707,102.8,6.897197,,,32.24,73.7,False,,50000,74.5,OSL,NORWEGIAN FIN HLDG,Norwegian Finans Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOFI.OL,finmb_47733558,no_market,,5.267,,0.48794997,,0.21596634,,10.7,,186695008,,,52.654,,,,1577750400,0.33036998,1863182976,9.98,,,1.401603,0.32112998,1640908800,1585612800,,,105340787,20111077376,,,,,,-0.243,,,,,,,,https://logo.clearbit.com/banknorwegian.no,85,,,,,2047ec1b-f1d8-3fc2-aae8-a0e1b730c021,,
NRC,1366,Industrials,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1,Lysaker Torg 25,,Railroads,33.05,33,31.688406,,0,,33.95,,32091,,33.05,32.44412,,33,,32091,,,,,1524182400,0.394308,,,32.4,2,NOK,,18254,,,,2450370560,,,67814,0.38790098,32.4,33.8,,,18254,65.5,,,,18.8,33.6,False,,,33.95,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NRC.OL,finmb_876360,no_market,,0.555,,-0.00602,33.103,-0.4753968,,,,72927696,,,38.059,,,,1577750400,0.34921002,-113000000,-0.682,,,0.8828398,0.20921,1640908800,1585612800,,,45703372,3508931584,,1384992000,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,1986,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,,
NTS,7970,Consumer Defensive,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1,Sentrumsgata 6,,Farm Products,70,68,66.37319,0.014285714,0.4688,,69,,1184,,70,70.117645,1,68,,1184,,,,1,1589414400,0.59069,,,68,2,NOK,21.596245,113,,,,8229768192,,,4247,5.137318,68,69.5,,8300,113,80,10.900474,,1.26,46,68,False,0.0143,26300,69,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NTS.OL,finmb_49125655,no_market,,4.964,,0.1451,16.399,0.14754093,,6.33,,119272000,,,37.542,,,,1577750400,0.029240001,232440992,3.195,,,1.8379415,0.93716,1640908800,1585612800,,,33225408,7952291328,,1407888000,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,,
ODFB,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,,Marine Shipping,20.6,21.2,22.063044,0.008883495,0,,21.2,,1380,,20.6,20.544117,0.183,21.2,,1380,,,,,1525824000,0.462253,,,20.6,2,NOK,,234,,,,1676815360,,,3888,1.8750052,20.6,20.8,,48200,234,32,,,,17.6,20.4,False,,11100,21.2,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODFB.OL,finmb_876111,no_market,,3.24,,-0.02856,19.31,,,,,18756200,,,6.516,,,,1577750400,0.16443,-25544000,-0.325,,,3.161449,0.37213,1640908800,1585612800,,,28257135,2897196032,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383,PO Box 6101 Postterminalen,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,,
