ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
ODL,AB12 3LG,Energy,2581,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1,Bergen House,Oil & Gas Drilling,11.68,11.76,12.6829195,,0,,11.76,,707185,,11.68,11.548235,,11.76,,707185,,,,,1395100800,1.980255,,,11.3,2,NOK,1422300,,,,2675648000,,,1304673,3.2660046,11.3,11.4,,181500,1422300,33.8,80.71429,,,6.12,11.34,False,,820000,11.76,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,ODL.OL,finmb_241631186,no_market,,4.811,,0.06548,11.972,-0.4719711,,0.14,,236783008,,,4.426,,,,1577750400,0.119320005,45717000,0.193,,,2.5530953,0.60887,1640908800,1585612800,,,92589335,3941654272,,,,,,1.289,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,Crawpeel Road Altens,58.54922,44 1224 856 001,,,,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,
ORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSE,3036,Energy,297,"Petrolia SE, together with its subsidiaries, operates as a rental equipment company for the oil industry in Norway, rest of Europe, Asia, Australia, and internationally. It operates through two segments, Exploration & Production, and Oil Service. The company engages in the sale and rental of drilling equipment; and rental of land rigs. It rents drilling equipment, such as drill pipes, and test strings and tubings, as well as casing, handling, and auxiliary tools and other equipment. The company also provides inspection and maintenance services; and various services for equipment. It serves oil companies, drilling contractors, and oil service companies. The company was formerly known as Petrolia E&P Holdings SE and changed its name to Petrolia SE in January 2013. Petrolia SE was founded in 1997 and is based in Limassol, Cyprus.",Limassol,357 2 5725777,Cyprus,[],http://www.petrolia.no,1,Office 401,Oil & Gas Equipment & Services,8.45,8.7,3.848905,,0,,8.7,,158837,,8.45,7.861765,,8.7,,158837,,,,,,0.73461,,,8.05,2,NOK,136451,,,,499680608,,,181239,7.5548925,8.05,8.45,,0,136451,12.6,,,,1.51,8.2,False,,0,8.7,OSL,PETROLIA SE,Petrolia SE,Europe/Oslo,CEST,False,7200000,EQUITY,PSE.OL,finmb_884403,no_market,,7.677,,-0.0130900005,39.113,1.7435064,,,,59133800,,,0.665,,,,1577750400,0,-866000,-0.015,,,12.706766,0.9263,1640908800,1577750400,,,3429168,507759488,,1351036800,1:11,,,,,,,,,,,https://logo.clearbit.com/petrolia.no,4th Floor 205 Christodoulou Chatzipavlou Street Loulloupis Court,,357 2 5356500,,,,6a1a430d-75a1-3cde-981d-96b5ae17f931,
PARB,0250,Financial Services,50,"Pareto Bank ASA provides various banking products and services in Norway. The company offers financing for housing and business projects; companies with a specific need for capital; conventional and industrial shipping; and the lending of financial instruments to private customers and companies. It also accepts deposits. The company was founded in 2007 and is based in Oslo, Norway.",Oslo,47 24 02 81 20,Norway,[],http://www.paretobank.no,1,Dronning Mauds gate 3,Banks—Regional,38.8,38.9,34.331387,0.072164945,0,,39.3,,47411,,38.8,36.60588,2.8,38.9,,47411,,,,,1585267200,1.060394,,,38,2,NOK,55766,,,,2668334848,,,56138,3.9297025,38,38.3,,16800,55766,47.5,6.678322,,,19.8,38.1,False,,100000,39.3,OSL,PARETO BANK ASA,Pareto Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PARB.OL,finmb_62731707,no_market,,9.703,,0.60414004,,0.10857141,,5.72,,69851696,,,49.398,,,,1577750400,0.093310006,410220000,5.697,,,0.7733107,0.57567,1640908800,1593475200,,,44729555,6588743168,,,,,,0.476,,,,,,,,https://logo.clearbit.com/paretobank.no,,6.7052836,47 24 02 81 10,,,,db5bcc4a-9e7b-3e60-bb86-e927eb7ebdc9,
PEXIP,0283,Technology,182,"Pexip Holding ASA, a technology company that delivers a video-first meeting platform. Its platform simplifies video communication across borders, businesses, and platforms, enabling everyone to be seen, heard, and included. The company offers self-hosted and as-a-service deployment options for enterprise video conferencing built on the Pexip Infinity technology; and provides interoperability, including Microsoft Teams, Skype for Business, Google Hangouts Gateway interop, video system device registration, and a world-class meeting and calling service. The company has operations in the Asia Pacific, Europe, the Middle East, Africa, and the Americas. Pexip Holding ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.pexip.com,1,Lilleakerveien 2a,Software—Application,88.47,88,88.25784,,0,,88.75,,332999,,88.47,85.647644,,88,,332999,,,,,,,,,86.2,2,NOK,225387,,,,8762703872,,,358024,20.371702,86.2,86.39,,,225387,110,,,,78.8,86.22,False,,,88.75,OSL,PEXIP HOLDING ASA,Pexip Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PEXIP.OL,finmb_595955356,no_market,,16.447,,0.10345,116.43,Infinity,,,,101011000,,,10.802,,,,1577750400,,44497000,0.543,,,8.03092,,1640908800,1585612800,,,40089179,7074382848,,,,,,5.915,,,,,,,,https://logo.clearbit.com/pexip.com,,159.76059,,,,,4fd14c49-3507-3a69-9fc2-7007e571b044,
PHLY,0250,Industrials,300,"Philly Shipyard ASA, together with its subsidiaries, operates commercial shipyard constructing vessels for operation in the United States Jones Act market. It owns a shipbuilding facility that provides ocean-going merchant vessels, including containerships, product tankers, and aframax tankers. The company was formerly known as Aker Philadelphia Shipyard ASA and changed its name to Philly Shipyard ASA in November 2015. The company was founded in 1997 and is headquartered in Oslo, Norway. Philly Shipyard ASA is a subsidiary of Aker Capital AS.",Oslo,47 23 11 91 00,Norway,[],http://www.phillyshipyard.com,1,Vika Atrium,Aerospace & Defense,75.8,80,62.980293,0.003298153,0,,80,,13428,,75.8,72.74706,0.25,80,,13428,,,,,1487808000,0.721835,,,76.2,2,NOK,5987,,,,922621952,,,11646,54.8951,76.2,77.2,,10800,5987,113.5,,,,31,76.4,False,,15000,80,OSL,PHILLY SHIPYARD,Philly Shipyard ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PHLY.OL,finmb_39587073,no_market,,52.247,,-0.56,-37.904,1.0213335,,,,12107900,,,8.152,,,,1577750400,0.2543,-9412000,-0.778,,,9.347399,0.59282,1640908800,1585612800,,,4017159,878122048,,,,,,,,,,,,,,https://logo.clearbit.com/phillyshipyard.com,Munkedamsveien 45,,47 23 11 91 01,,,,578256d6-6e37-3d39-b0d8-fd12b4a314fd,
PLCS,,Energy,324,"Polarcus Limited, a geophysical service company, provides marine seismic data acquisition and processing services to oil and gas companies. The company operates a fleet of seismic vessels with 3D and 4D imaging capabilities; and offers a library of 3D multi-client projects. Its geophysical solutions include RightFLOW that integrates and accelerates seismic data acquisition and processing workflow; Cirrus, a suite of cloud-based applications and services designed to bring clients closer to acquired seismic data; XArray, an acquisition configuration to deliver un-interpolated data; and XArrayOBN, a hybrid technique combining towed streamer acquisition and ocean bottom node operations; and XArray 4D, which retains the 4D repeat sub-set of the baseline for analysis. The company operates in the Asia Pacific, Russia, Australia, Europe, Africa, the Middle East, the United Arab Emirates, Mauritania, Mexico, and North and South America. Polarcus Limited was incorporated in 2007 and is headquartered in Dubai, the United Arab Emirates.",Dubai,971 4 43 60 800,United Arab Emirates,[],http://www.polarcus.com,1,Reef Tower,Oil & Gas Equipment & Services,0.38,0.381,0.4776387,,0,,0.4075,,429476,,0.38,0.37636766,,0.381,,429476,,,,,,2.503484,,,0.381,4,NOK,1009979,,,,205001008,,,1619172,0.9148114,0.381,0.389,,2300000,1009979,1.428,-39.9,,,0.237,0.3825,False,,6336300,0.4075,OSL,POLARCUS LIMITED,Polarcus Limited,Europe/Oslo,CEST,False,7200000,EQUITY,PLCS.OL,finmb_46565274,no_market,,2.355,,-0.13535,17.408,-0.6695652,,-0.01,,513787008,,,0.084,,,,1577750400,0.06482,-30330000,-0.06,,,4.75,0.18273,1640908800,1593475200,,,469058550,527758496,,1495152000,1:10,,,,,,,,,,,https://logo.clearbit.com/polarcus.com,"Level 20 Jumeirah Lakes Towers, Cluster O PO Box 283373",,,,,,4eac5ff4-29c1-304e-93a0-edf2282070fb,
PPG PREF,0158,Real Estate,2,"Pioneer Property Group ASA invests in and rents properties. Its portfolio comprises 13 preschool properties in Sweden, the Netherlands, and Poland. The company was incorporated in 2015 and is based in Oslo, Norway.",Oslo,47 97 76 92 00,Norway,[],http://www.pioneerproperty.no,1,Radhusgata 23,Real Estate Services,102,101,99.88686,,,,101,,1280,,102,100.617645,,101,,1280,,,,7.5,1601424000,,,,100,2,NOK,87531,,,,1229820032,,,6339,-1075.0175,100,100,,38500,87531,104,,,,94,100,False,0.0735,18200,101,OSL,Pioneer Property Group,Pioneer Property Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PPG-PREF.OL,finmb_297114713,no_market,,745.837,,0,,0,,,,12298200,,,245.075,,,,1577750400,0.18000999,-52484000,80.862,,,0.40803835,0.27567,1640908800,1577750400,,,,-853237056,,,,,,6.717,,,,,,,,https://logo.clearbit.com/pioneerproperty.no,,1.2366748,,,,,2bd77545-ed44-3e93-afad-fcfcd8eb97a3,
PNOR,W1S 4FF,Energy,15,"PetroNor E&P Limited operates as an oil and gas exploration and production company in West Africa. It holds 6 licenses in the Republic of Congo, Senegal, Nigeria, and The Gambia, as well as has proved and probable reserves of 11.19 million barrels of oil. The company was founded 2017 and is headquartered in London, the United Kingdom.",London,44 20 3655 7810,United Kingdom,[],http://www.petronorep.com,1,48 Dover Street,Oil & Gas E&P,0.934,0.92,0.8381088,,0,,0.946,,184516,,0.934,0.96144116,,0.92,,184516,,,,,,,,,0.92,4,NOK,222769,,,,908506816,,,266533,8.393758,0.92,0.928,,,222769,1.314,,,,0.45,0.921,False,,,0.946,OSL,PETRONOR E&P LTD,PetroNor E&P Limited,Europe/Oslo,CEST,False,7200000,EQUITY,PNOR.OL,finmb_606891472,no_market,,8.463,,-0.123909995,31.274,-0.065999985,,,,971665024,,,0.005,,,,1577750400,0.0077600004,-13412000,-0.011,,,187,0.00879,1640908800,1585612800,,,121982860,915983040,,,,,,-0.241,,,,,,,,https://logo.clearbit.com/petronorep.com,,,,,,,948511a1-bf9e-31a6-b576-fda3fb9f0023,
POL,7014,Communication Services,,"Polaris Media ASA operates as an Internet and digital media company in Norway. It also focuses on providing printing services. The company is based in Trondheim, Norway.",Trondheim,47 95 26 39 28,Norway,[],http://www.polarismedia.no,1,Ferjemannsveien 10,Publishing,34.2,34.6,35.2292,0.053801168,0.524,,34.6,,1077,,34.2,35.794117,1.84,34.6,,1077,,,,,1557187200,0.586527,,,34.2,2,NOK,819,,,,1669756928,,,1785,0.6054082,34.2,35.8,,40200,819,48,,,,24,34.4,False,,50200,34.6,OSL,POLARIS MEDIA ASA,Polaris Media ASA,Europe/Oslo,CEST,False,7200000,EQUITY,POL.OL,finmb_4481045,no_market,,0.676,,0.06044,8.946,0.20422542,,,,48823300,,,44.612,,,,1577750400,0.13904999,166695008,3.143,,,0.7666099,0.81512,1640908800,1585612800,,,10253374,1865655680,,,,,,,,,,,,,,https://logo.clearbit.com/polarismedia.no,,10.881324,47 72 50 10 09,,,,1cef6aeb-eb07-315a-a7ad-eaf321e9c395,
RAKP,KT13 0TS,Energy,1325,"RAK Petroleum plc operates as an oil and gas investment company. It primarily holds 44.94% interests in DNO ASA through which it owns 106 licenses comprises three licenses in the Kurdistan Region of Iraq, 87 licenses in Norway, 12 licenses in the United Kingdom, two licenses in the Netherlands, one license in Ireland, and one license in Yemen. The company also holds 33.33% interest in Foxtrot International LDC, which operates offshore Block CI-27 comprising four producing gas fields with associated oil and condensates in Foxtrot and Mahi; and Block CI-502 and Block CI-12 offshore exploration licenses. RAK Petroleum plc was founded in 2005 and is based in Weybridge, the United Kingdom.",Weybridge,44 9712 356 662,United Kingdom,[],http://www.rakpetroleum.uk,1,Elder House,Oil & Gas E&P,6.42,6.4,6.1937957,,0,,6.4,,14756,,6.42,6.3388233,,6.4,,14756,,,,,,1.704413,,,6.28,2,NOK,34311,,,,3149131264,,,41555,3.2418482,6.28,6.22,,338500,34311,13.4,,,,3.11,6.02,False,,325400,6.4,OSL,RAK PETROLEUM PLC,RAK Petroleum plc,Europe/Oslo,CEST,False,7200000,EQUITY,RAKP.OL,finmb_25838857,no_market,,3.16,,0.033350002,5.406,-0.37365854,,,,178598000,,,2.803,,,,1577750400,0.088240005,32400000,0.108,,,2.2404568,0.48634997,1640908800,1577750400,,,167262834,3069548544,,,,,,,,,,,,,,https://logo.clearbit.com/rakpetroleum.uk,St Georges Business Park Brooklands Road,58.148148,,,,,1daba114-11e3-37ba-beb2-e131e0da5042,
QFUEL-ME,0283,Industrials,25,"Quantafuel AS, a technology-based energy company, which converts plastic waste to environment friendly fuels and chemicals in Norway. The company was founded in 2014 and headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.quantafuel.com,1,Lilleakerveien 2C,Waste Management,33,34.2,117.85004,,0,,35,,629848,,33,24.540442,,34.2,,629848,,,,,,1.234349,,,34.2,2,NOK,1250236,,,,4347974144,,,200754,8748.438,34.2,34.65,,,1250236,275,,,,20.05,34.6,False,,,35,OSL,QUANTAFUEL ASA,Quantafuel ASA,Europe/Oslo,CEST,False,7200000,EQUITY,QFUEL-ME.OL,finmb_418823774,no_market,,7776.527,,0,-186.038,Infinity,,,,125664000,,,1.609,,,,1577750400,0.15267,-131388000,-1.175,,,21.50404,0,1640908800,1585612800,,,78121552,3864934144,,1594080000,10:1,,,,,,,,,,,https://logo.clearbit.com/quantafuel.com,,,,,,,72697af9-d52b-391e-b44d-8c49e18179e0,
PLT,3188,Technology,21,"poLight ASA develops photographic lens for consumer devices and industrial applications. Its lens replicates the lens of the human eye enabling the implementation of autofocus functions for various applications. The company's product portfolio includes Tunable Optical Lens (TLens) products for front and back camera phones; wearables, including AR/VR devices; tablet PCs; HD video cameras; drones; handheld devices; and barcode readers, as well for industry applications, such as medical and retail. It also offers ASIC drivers that control the supply of variable voltage to TLens products and makes them to change focus. It has operations in Europe, Asia, and the United States. poLight ASA was founded in 2005 and is headquartered in Horten, Norway.",Horten,47 33 07 12 60,Norway,[],http://polight.com,1,Kongeveien 77,Electronic Components,81.9,82.8,62.22214,,0,,84.5,,36935,,81.9,68.1647,,82.8,,36935,,,,,,,,,81.9,2,NOK,84999,,,,753562624,,,35678,215.67334,81.9,83.3,,0,84999,95,,,,6.6,83.4,False,,0,84.5,OSL,POLIGHT ASA,poLight ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PLT.OL,finmb_39950814,no_market,,179.763,,0,-10.136,8.808383,,,,9046370,,,13.582,,,,1577750400,0.50662,-82413000,-10.154,,,6.1331177,0.115959994,1640908800,1585612800,,,4214463,628092544,,,,,,,,,,,,,,https://logo.clearbit.com/polight.com,,,,,,,046cac0f-3777-35a9-8f0e-7c36293edb39,
REACH,5527,Energy,88,"Reach Subsea ASA provides subsea services in Norway. The company offers inspection, maintenance, and repair services; and remotely operated vehicles, survey, and construction services. It provides engineering services to the oil industry. The company was formerly known as Transit Invest ASA and changed its name to Reach Subsea ASA in December 2012. Reach Subsea ASA was founded in 2008 and is based in Haugesund, Norway.",Haugesund,47 40 00 77 10,Norway,[],http://www.reachsubsea.no,1,GarpeskjÃ¦rveien 2,Oil & Gas Equipment & Services,1.52,1.55,1.1395694,0.04605263,,,1.55,,358466,,1.52,1.1497059,0.07,1.55,,358466,,,,0.07,1559001600,1.132404,,,1.41,4,NOK,121006,,,,213882032,,,175110,0.41136065,1.41,1.47,,,121006,2.09,,,,0.7,1.44,False,0.0583,,1.55,OSL,REACH SUBSEA ASA,Reach Subsea ASA,Europe/Oslo,CEST,False,7200000,EQUITY,REACH.OL,finmb_878070,no_market,,0.705,,-0.09323,306.882,-0.25490195,,,,143544992,,,0.939,,,,1577750400,0.09521,-48476000,-0.337,,,1.5867945,0.63115,1640908800,1585612800,,,53182361,366416544,,1354752000,1:20,,,,,,,,,,,https://logo.clearbit.com/reachsubsea.no,,,,,,,1064989a-bdc9-3a76-b6b6-0ace25a01623,
PCIB,0379,Healthcare,8,"PCI Biotech Holding ASA, a biopharmaceutical company, focuses on the development and commercialization of novel therapies for the treatment of cancer through its photochemical internalization (PCI) technology platform. The company's lead product candidate is Amphinex, a photosensitiser fimaporfin. Its PCI technology is applied to three distinct anticancer paradigms, including fimaCHEM, a chemotherapeutics for treatment of cancer, which in Phase Ib clinical study in bile duct cancer; fimaVACC, a T-cell induction technology for therapeutic vaccination; and fimaNAc, a nucleic acid therapeutics delivery technology. The company has collaborative research programs with AstraZeneca, Bavarian Nordic, BioNTech, eTheRNA immunotherapies, IMV, and Phio Pharmaceuticals. PCI Biotech Holding ASA is headquartered in Oslo, Norway.",Oslo,47 67 11 54 00,Norway,[],http://www.pcibiotech.com,1,UllernchaussEen 64,Biotechnology,53.5,53.5,54.95657,,0,,54.7,,148520,,53.5,55.62059,,53.5,,148520,,,,,,0.190476,,,52.3,2,NOK,112449,,,,1975092736,,,317191,222.27017,52.3,52.9,,12500,112449,87.4,-18.150684,,,23.4,52.7,False,,20000,54.7,OSL,PCI BIOTECH HLDG,PCI Biotech Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PCIB.OL,finmb_45308758,no_market,,193.345,,0,-19.891,1.1703854,,-2.92,,37265900,,,6.989,,,,1577750400,0.08788,-61495000,-1.651,,,7.5833454,0.34884,1640908800,1585612800,,,26576915,1718060160,,,,,,,,,,,,,,https://logo.clearbit.com/pcibiotech.com,,,,,,,440102ca-a7ac-3205-912a-ff496b68011e,
PRS,4031,Energy,150,"Prosafe SE, together with its subsidiaries, owns and operates semi-submersible accommodation vessels in Europe, South America, and internationally. Its accommodation vessels are used for accommodation, engineering, construction, or storage capacity offshore. The company is also involved in the maintenance and modification of installations on fields for the production, hook-up and commissioning of new fields, tie-backs to existing infrastructure, and decommissioning activities. It owns and operates a fleet of seven semi-submersible accommodation vessels and one tender support vessel. The company primarily serves oil and gas industries. Prosafe SE was founded in 1972 and is based in Stavanger, Norway.",Stavanger,47 51 64 25 00,Norway,[],http://www.prosafe.com,1,Forusparken 2,Oil & Gas Equipment & Services,1.4,1.4,1.5755767,,0,,1.412,,73331,,1.4,1.4088824,,1.4,,73331,,,,,1440633600,1.311846,,,1.37,4,NOK,62741,,,,114609880,,,171946,0.6266259,1.37,1.4,,3800000,62741,11.002,-1.4736842,,,1,1.37,False,,4412500,1.412,OSL,PROSAFE SE (SN),Prosafe SE,Europe/Oslo,CEST,False,7200000,EQUITY,PRS.OL,finmb_6522039,no_market,,7.438,,0,18.162,-0.8627451,,-0.95,,81864200,,,-9.763,,,,1577750400,0.4341,-1226800000,-13.949,,,,0.20045,1640908800,1585612800,,,68411519,1360362496,,1480982400,1:100,,,,,,,,,,,https://logo.clearbit.com/prosafe.com,,,,,,,fab88977-73e3-30c8-ba4f-4246afb217d5,
PEN,0201,Energy,23,"Panoro Energy ASA engages in the exploration, development, and production of oil and gas in North and West Africa. The company holds assets in the Dussafu License located in the offshore southern Gabon; and Sfax Offshore Exploration Permit and Ras El Besh Concession located in offshore Tunisia, as well as operates assets on and offshore Tunisia. As of December 31, 2019, its 1P reserves included 6.7 million barrels of oil equivalents (MMBOE); 2P reserves comprised 9.6 MMBOE; and 3P reserves consisted of 12.0 MMBOE. The company was founded in 2009 and is based in Oslo, Norway.",Oslo,44 203 405 10 60,Norway,[],http://www.panoroenergy.com,1,RuselOekkveien 14,Oil & Gas E&P,10.34,10.22,10.517883,,0,,10.42,,197116,,10.34,10.812353,,10.22,,197116,,,,,,2.412891,,,10.06,2,NOK,291665,,,,693503040,,,503486,21.98526,10.06,10.2,,229700,291665,26,-201.59999,,,4.9,10.1,False,,100000,10.42,OSL,PANORO ENERGY ASA,Panoro Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PEN.OL,finmb_106684027,no_market,,22.829,,0.56109,20.053,-0.3232984,,-0.05,,68799904,,,1.147,,,,1577750400,0.23356001,14803000,0.268,,,8.788143,0.15358,1640908800,1585612800,,,48724059,720112512,,1464566400,1:10,,,,,,,,,,,https://logo.clearbit.com/panoroenergy.com,PO box 1444 Solli,37.61194,,,,,ed3e1adc-bdc3-3088-8c04-3289e6928c39,
