ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
NAPA,2860,Technology,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1,Tobaksvejen 23 A,Communication Equipment,Soeborg,15.1,15.44,6.8232245,,0,,15.46,,505776,,15.1,12.259429,,15.44,,505776,,,,,,0.806034,,,14.32,2,NOK,240182,,,,1212795776,,,517018,,14.32,14.6,,99400,240182,15.46,,,,2.1,14.54,False,,30200,15.46,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,0.0241,,,,,,83068200,,,0.397,,,,1577750400,0.50098,,-0.862,,,36.775818,0.27607,1640908800,1593475200,,,39399983,1254326784,,1461542400,4:1,,,,,,,,,,,,https://logo.clearbit.com/napatech.com,81,,,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299
MEDI,0579,Healthcare,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1,Ãkernveien 94,Medical Devices,,233,233,208.75362,0.011802576,0,,236,,5028,,233,236.45714,2.75,233,,5028,,,,,1556150400,0.195197,,,225,2,NOK,8912,,,,4327602688,,,6171,12.022154,225,236,,34000,8912,255,89.393936,,,124,235,False,,3000,236,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MEDI.OL,finmb_7885356,no_market,,11.559,,0.20441,39.213,,,2.64,,18337300,,,15.719,,,,1577750400,0.58257,73582000,4.04,,,15.013678,0.2159,1640908800,1593475200,,,12682525,4161024768,,,,,,,-0.084,,,,,,,,https://logo.clearbit.com/medistim.com,112,,58.415844,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61
NORBIT,7041,Technology,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,47 73 98 25 50,Norway,[],http://www.norbit.com,1,Stiklestadveien 1,Scientific & Technical Instruments,,15.9,16,15.30758,0.018867925,0,,16.2,,10995,,15.9,16.564285,0.3,16,,10995,,,,0.6,1588636800,,,,16,2,NOK,1263,,,,919947840,,,24343,1.4206592,16,16.25,,,1263,21.95,,,,12.6,16.2,False,0.037,,16.2,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.518,,0.09139,8.496,,,,,56786900,,,7.791,,,,1577750400,0.14749,59182000,1.042,,,2.0793223,0.54075,1640908800,1593475200,,,21515427,983281472,,,,,,,19.211,,,,,,,,https://logo.clearbit.com/norbit.com,246,,15.547025,,,,,4640b786-3211-395e-b406-24cdb3c10b51
NEL,0278,Industrials,"Nel ASA, a hydrogen company, delivers various solutions to produce, store, and distribute hydrogen from renewable energy worldwide. It operates through three segments: Nel Hydrogen Fueling, Nel Hydrogen Solutions, and Nel Hydrogen Electrolyser. The company produces H2Station hydrogen fueling stations that provide fuel cell electric vehicles with the fast fueling and long range as conventional vehicles, including cars, buses, trucks, forklifts, and other applications. It also provides hydrogen plants based on water electrolysis technology for use in various industries. Nel ASA has a strategic collaboration agreement with KvÃ¦rner AS. The company was formerly known as DiaGenic ASA and changed its name to Nel ASA in October 2014. Nel ASA was founded in 1927 and is headquartered in Oslo, Norway.",Oslo,47 23 24 89 50,Norway,[],http://nelhydrogen.com,1,Karenlyst allÃ© 20,Specialty Industrial Machinery,,18.905,19,16.762537,,0,,19.67,,20022328,,18.905,19.381,,19,,20022328,,,,,,0.412561,,,18.955,2,NOK,8488415,,,,27662602240,,,20287453,50.908485,18.955,19.66,,2611100,8488415,23.34,-327.66666,,,7.045,19.65,False,,4120000,19.67,OSL,NEL ASA,Nel ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NEL.OL,finmb_12763408,no_market,,41.609,,0.86066,-112.514,,,-0.06,,1407049984,,,3.586,,,,1577750400,0.19153,467667008,0.368,,,5.482432,0.05228,1640908800,1593475200,,,1266527750,22609197056,,1376611200,1:10,,,,,,,,,,,,https://logo.clearbit.com/nelhydrogen.com,361,,53.423912,,,,,a79dcc2f-745a-38ef-87c6-519ab3285797
NANO,0884,Healthcare,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1,KjelsÃ¥sveien 168 B,Biotechnology,,15.05,15.57,20.268202,,0,,16.39,,913398,,15.05,21.51,,15.57,,913398,,,,,,0.953817,,,15.4,2,NOK,1362417,,,,1232142208,,,579713,,15.4,15.52,,10000,1362417,34.94,-1.9497488,,,9.57,15.52,False,,100000,16.39,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0,-1.591,,,-7.96,,79390600,,,2.445,,,,1577750400,0.24163,-450112000,-7.172,,,6.3476486,0.14242,1640908800,1593475200,,,53892210,752973248,,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,44,47 22 58 00 07,,,,,,00442fdb-da3e-3712-821e-59d32a59825e
NAS,1330,Industrials,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1,OksenÃ¸yveien 3,Airlines,,0.9226,0.929,3.4491653,,0,,0.934,,20033937,,0.9226,1.06868,,0.929,,20033937,,,,,,1.314039,,,0.898,4,NOK,14851205,,,,3395019264,,,26220632,0.11136213,0.898,0.933,,128200,14851205,48.17,-0.046233896,,,0.8,0.9318,False,,6100,0.934,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAS.OL,finmb_9002664,no_market,,1.762,,-0.18392,-199.047,,,-20.18,,3638820096,,,3.754,,,,1577750400,0.28066,-5607099904,-11.378,,,0.2485349,0.10098,1640908800,1593475200,,,3753719940,53702934528,,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,9389,,,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb
OHT-ME,0161,Energy,"OHT ASA operates as a specialized heavy transport and installation contractor in Norway. The company provides installation, transport, and projects solutions. It serves clients from a range of industries, including oil and gas, offshore wind, and marine infrastructure. The company was founded in 2006 and is headquartered in Oslo, Norway.",Oslo,47 21 01 34 50,Norway,[],http://www.oht.no,1,Haakon VIIs gate 1,Oil & Gas Equipment & Services,11th floor,17.9,17.9,18.713428,,0,,17.9,,165641,,17.9,18.713428,,17.9,,165641,,,,,,,,,17.61,2,NOK,1273,,,,2163179264,,,165641,,17.61,17.85,,,1273,20,,,,17.55,17.632,False,,,17.9,OSL,OHT ASA,OHT ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OHT-ME.OL,finmb_689853166,no_market,,,,0,,,,,,120848000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/oht.no,,,,,,,,51a821c8-436d-3c09-83f4-f4b73964c5c8
NOD,7052,Technology,"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, and sells integrated circuits and related solutions for short and long range wireless communication in Europe, the Americas, and the Asia/Pacific. The company specializes in ultra-low power components, based on its proprietary 2.4 GHz RF, Bluetooth low energy, and LTE-M and NB- Internet of Things (IoT); and develops long power cellular IoT. It also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, the company offers Zigbee 3.0 IoT solutions; Thread solution for low-power IEEE 802.15.4 devices; nRF52 and nRF51 series system-on-chips, and nRF5 software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, it provides software for system development, communication stacks, and application layer software, as well as development tools for desktops, mobiles, and clouds. The company's products are used in various applications, such as audio and music, automotives, beacons, computer peripherals, connected health and homes, education, industrial automation, LED lightings, logistics and transport, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway.",Trondheim,47 72 89 89 00,Norway,[],http://www.nordicsemi.com,1,Otto Nielsens veg 12,Semiconductor Equipment & Materials,,99.4,101,75.36224,,0,,103.6,,543621,,99.4,94.43,,101,,543621,,,,,1308268800,1.3516,,,99.6,2,NOK,437093,,,,19738793984,,,588285,60.923706,99.6,103.6,,96500,437093,103.6,1293.75,,,31.48,103.4,False,,581300,103.6,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOD.OL,finmb_884166,no_market,,53.962,,0.04478,617.873,,,0.08,,190712992,,,1.371,,,,1577750400,0.55627996,14507000,0.083,,,75.49234,0.13182001,1640908800,1593475200,,,171399858,17483321344,,1276560000,5:1,,,,0.5,,,,,,,,https://logo.clearbit.com/nordicsemi.com,822,,1246.988,,,,,61ea7640-f972-397d-be57-4173fa2df326
NRS,7414,Consumer Defensive,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,47 73 92 43 00,Norway,[],http://www.norwayroyalsalmon.com,1,Ferjemannsveien 10,Farm Products,PO Box 2608 Sentrum,222,225,223.19601,0.011261261,0.38970003,,227,,12715,,222,221.39429,2.5,225,,12715,,,,2.47,1591315200,-0.121921,,,225,2,NOK,9263,,,,9699625984,,,18115,1.7783936,225,226,,131900,9263,254,12.216216,,2.14,170.5,225.4,False,0.0111,42600,227,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,NRS.OL,finmb_22969855,no_market,,1.898,,0.21806,29.12,,,18.5,,42918700,,,72.59,,,,1577750400,0.14016,279300000,27.423,,,3.1133766,0.66208,1640908800,1593475200,,,13147743,10354455552,,1591315200,1:1,,,,-0.118,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,175,47 73 92 43 01,8.241258,,,,,1b90c6b5-4c27-3a46-8643-3d5116213df5
NTS,7970,Consumer Defensive,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1,Sentrumsgata 6,Farm Products,,73.5,73.5,67.57609,0.013605442,0.1934,,74,,1521,,73.5,71.35714,1,73.5,,1521,,,,1,1589414400,0.530172,,,73.5,2,NOK,805,,,,8766491648,,,2513,4.8064933,73.5,73.5,,8300,805,80,11.611375,,1.28,46,72.5,False,0.0136,26300,74,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NTS.OL,finmb_49125655,no_market,,6.356,,0.2898,22.045,,,6.33,,119272000,,,46.473,,,,1577750400,0.029240001,528563008,5.617,,,1.5815635,0.93716,1640908800,1593475200,,,54480265,11593188352,,1407888000,10:1,,,,3.112,,,,,,,,https://logo.clearbit.com/ntsasa.no,,,13.085277,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c
NOL,HM08,Energy,"Northern Ocean Ltd. provides offshore contract drilling services for the oil and gas industry worldwide. The company was founded in 2017 and is based in Hamilton, Bermuda. Northern Ocean Ltd. operates independent of Northern Drilling Ltd. as of February 26, 2020.",Hamilton,,Bermuda,[],http://www.northernocean.no,1,Par La Ville Place,Oil & Gas Drilling,"14th, Par La Ville Road",6.4,6.51,6.8089495,,,,6.68,,136875,,6.4,6.3245716,,6.51,,136875,,,,,,,,,6.3,2,NOK,160312,,,,419181792,,,152734,8.065532,6.3,6.56,,,160312,37.89,,,,4.9105,6.38,False,,,6.68,OSL,NORTHERN OCEAN LTD,Northern Ocean Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,NOL.OL,finmb_645720951,no_market,,15.243,,-0.53677,,,,,,63802400,,,8.191,,,,1577750400,0.25574,-27897000,-0.437,,,0.8020999,0.39553002,1640908800,1593475200,,,56282630,792222720,,,,,,,,,,,,,,,https://logo.clearbit.com/northernocean.no,2,,,,,,,f15b0ffb-27e9-3176-bad4-56b813523d06
NSKOG,0213,Basic Materials,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,47 22 51 20 20,Norway,[],http://www.norskeskog.com,1,PB 294 SkOeyen,Paper & Paper Products,,26.8,26.8,30.126907,0.23320897,0.6286,,27.15,,40855,,26.8,27.96,6.25,26.8,,40855,,,,6,1598832000,,,,26.8,2,NOK,48745,,,,2211000064,,,77773,0.20770314,26.8,26.9,,,48745,45.05,,,,25.5,26.8,False,0.2218,,27.15,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.239,,0.040110003,2.284,,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,,0.44070247,0.66667,1640908800,1593475200,,,27535200,2540000000,,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,2300,,5.189775,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86
NOR,0158,Energy,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 33 60 00,Norway,[],http://www.noreco.com,1,Nedre Vollgate 1,Oil & Gas E&P,,140,140,145.66087,,0,,140.5,,4917,,140,141.41429,,140,,4917,,,,,,0.257389,,,137.5,2,NOK,495,,,,3339359744,,,4956,5.4298534,137.5,138.5,,50000,495,255,8.080514,,,105,138,False,,200100,140.5,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOR.OL,finmb_24349084,no_market,,6.793,,0.37561,14.867,,,17.14,,24110900,,,27.498,,,,1577750400,0.13282,231000000,13.634,,,5.0367303,0.026600001,1640908800,1593475200,,,6077622,4177519360,,1431648000,1:100,,,,,,,,,,,,https://logo.clearbit.com/noreco.com,29,,10.158427,,,,,42d25bec-cf8f-30f3-a632-33cae79974f4
