ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
PEN,0201,Energy,23,"Panoro Energy ASA engages in the exploration, development, and production of oil and gas in North and West Africa. The company holds assets in the Dussafu License located in the offshore southern Gabon; and Sfax Offshore Exploration Permit and Ras El Besh Concession located in offshore Tunisia, as well as operates assets on and offshore Tunisia. As of December 31, 2019, its 1P reserves included 6.7 million barrels of oil equivalents (MMBOE); 2P reserves comprised 9.6 MMBOE; and 3P reserves consisted of 12.0 MMBOE. The company was founded in 2009 and is based in Oslo, Norway.",Oslo,44 203 405 10 60,Norway,[],http://www.panoroenergy.com,1,RuselOekkveien 14,,Oil & Gas E&P,10.08,10.08,10.333985,,0,,10.46,,235864,,10.08,10.692353,,10.08,,235864,,,,,,2.412891,,,9.97,2,NOK,37.68657,252243,,,,694879040,,,486137,22.028881,9.97,10.14,,229700,252243,26,-202,,,4.9,10.1,False,,100000,10.46,OSL,PANORO ENERGY ASA,Panoro Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PEN.OL,finmb_106684027,no_market,,22.262,,0.56109,19.555,-0.37,,-0.05,,68799904,,,1.147,,,,1577750400,0.23356001,14803000,0.268,,,8.80558,0.15358,1640908800,1585612800,,,48724059,702224576,,1464566400,1:10,,,,,,,,,,,https://logo.clearbit.com/panoroenergy.com,PO box 1444 Solli,,,,ed3e1adc-bdc3-3088-8c04-3289e6928c39,
PSE,3036,Energy,297,"Petrolia SE, together with its subsidiaries, operates as a rental equipment company for the oil industry in Norway, rest of Europe, Asia, Australia, and internationally. It operates through two segments, Exploration & Production, and Oil Service. The company engages in the sale and rental of drilling equipment; and rental of land rigs. It rents drilling equipment, such as drill pipes, and test strings and tubings, as well as casing, handling, and auxiliary tools and other equipment. The company also provides inspection and maintenance services; and various services for equipment. It serves oil companies, drilling contractors, and oil service companies. The company was formerly known as Petrolia E&P Holdings SE and changed its name to Petrolia SE in January 2013. Petrolia SE was founded in 1997 and is based in Limassol, Cyprus.",Limassol,357 2 5725777,Cyprus,[],http://www.petrolia.no,1,Office 401,357 2 5356500,Oil & Gas Equipment & Services,8.1,8.1,3.9988406,,0,,8.45,,74194,,8.1,8.426471,,8.1,,74194,,,,,,0.73461,,,8,2,NOK,,12901,,,,473070400,,,182166,7.152561,8,8.1,,0,12901,12.6,,,,1.51,8,False,,0,8.45,OSL,PETROLIA SE,Petrolia SE,Europe/Oslo,CEST,False,7200000,EQUITY,PSE.OL,finmb_884403,no_market,,7.364,,-0.0130900005,37.518,1.0250001,,,,59133800,,,0.665,,,,1577750400,0,-866000,-0.015,,,12.030075,0.9263,1640908800,1577750400,,,3329232,487062656,,1351036800,1:11,,,,,,,,,,,https://logo.clearbit.com/petrolia.no,4th Floor 205 Christodoulou Chatzipavlou Street Loulloupis Court,,,,6a1a430d-75a1-3cde-981d-96b5ae17f931,
PCIB,0379,Healthcare,8,"PCI Biotech Holding ASA, a biopharmaceutical company, focuses on the development and commercialization of novel therapies for the treatment of cancer through its photochemical internalization (PCI) technology platform. The company's lead product candidate is Amphinex, a photosensitiser fimaporfin. Its PCI technology is applied to three distinct anticancer paradigms, including fimaCHEM, a chemotherapeutics for treatment of cancer, which in Phase Ib clinical study in bile duct cancer; fimaVACC, a T-cell induction technology for therapeutic vaccination; and fimaNAc, a nucleic acid therapeutics delivery technology. The company has collaborative research programs with AstraZeneca, Bavarian Nordic, BioNTech, eTheRNA immunotherapies, IMV, and Phio Pharmaceuticals. PCI Biotech Holding ASA is headquartered in Oslo, Norway.",Oslo,47 67 11 54 00,Norway,[],http://www.pcibiotech.com,1,UllernchaussEen 64,,Biotechnology,52.7,58,54.788044,,0,,63.4,,177948,,52.7,53.258823,,58,,177948,,,,,,0.190476,,,56,2,NOK,,723643,,,,2198688000,,,303646,247.43282,56,59.3,,12500,723643,87.4,-20.205479,,,23.4,59.2,False,,20000,63.4,OSL,PCI BIOTECH HLDG,PCI Biotech Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PCIB.OL,finmb_45308758,no_market,,192.086,,0,-19.762,1.1510205,,-2.92,,37265900,,,6.989,,,,1577750400,0.08788,-61495000,-1.651,,,8.441837,0.34884,1640908800,1585612800,,,26576915,1706880384,,,,,,,,,,,,,,https://logo.clearbit.com/pcibiotech.com,,,,,440102ca-a7ac-3205-912a-ff496b68011e,
PNOR,W1S 4FF,Energy,15,"PetroNor E&P Limited operates as an oil and gas exploration and production company in West Africa. It holds 6 licenses in the Republic of Congo, Senegal, Nigeria, and The Gambia, as well as has proved and probable reserves of 11.19 million barrels of oil. The company was founded 2017 and is headquartered in London, the United Kingdom.",London,44 20 3655 7810,United Kingdom,[],http://www.petronorep.com,1,48 Dover Street,,Oil & Gas E&P,0.95,0.95,0.8385319,,0,,0.95,,167430,,0.95,0.95458823,,0.95,,167430,,,,,,,,,0.932,4,NOK,,108499,,,,923081792,,,256974,8.528418,0.932,0.95,,,108499,1.31,,,,0.45,0.937,False,,,0.95,OSL,PETRONOR E&P LTD,PetroNor E&P Limited,Europe/Oslo,CEST,False,7200000,EQUITY,PNOR.OL,finmb_606891472,no_market,,8.597,,-0.123909995,31.772,-0.25078863,,,,971665024,,,0.005,,,,1577750400,0.0077600004,-13412000,-0.011,,,190,0.00879,1640908800,1585612800,,,121982860,930558016,,,,,,-0.241,,,,,,,,https://logo.clearbit.com/petronorep.com,,,,,948511a1-bf9e-31a6-b576-fda3fb9f0023,
REACH,5527,Energy,88,"Reach Subsea ASA provides subsea services in Norway. The company offers inspection, maintenance, and repair services; and remotely operated vehicles, survey, and construction services. It provides engineering services to the oil industry. The company was formerly known as Transit Invest ASA and changed its name to Reach Subsea ASA in December 2012. Reach Subsea ASA was founded in 2008 and is based in Haugesund, Norway.",Haugesund,47 40 00 77 10,Norway,[],http://www.reachsubsea.no,1,GarpeskjÃ¦rveien 2,,Oil & Gas Equipment & Services,1.53,1.58,1.1438478,0.045751635,,,1.59,,444660,,1.53,1.2002941,0.07,1.58,,444660,,,,0.07,1559001600,1.132404,,,1.43,4,NOK,,165628,,,,221059280,,,190018,0.4251647,1.43,1.55,,2197000,165628,2.09,15.4,,,0.7,1.53,False,0.0583,2000000,1.59,OSL,REACH SUBSEA ASA,Reach Subsea ASA,Europe/Oslo,CEST,False,7200000,EQUITY,REACH.OL,finmb_878070,no_market,,0.716,,-0.09323,311.69,-0.26794255,,0.1,,143544992,,,0.939,,,,1577750400,0.09521,-48476000,-0.337,,,1.6400425,0.63115,1640908800,1585612800,,,53182361,372158400,,1354752000,1:20,,,,,,,,,,,https://logo.clearbit.com/reachsubsea.no,,,,,1064989a-bdc9-3a76-b6b6-0ace25a01623,
PLT,3188,Technology,21,"poLight ASA develops photographic lens for consumer devices and industrial applications. Its lens replicates the lens of the human eye enabling the implementation of autofocus functions for various applications. The company's product portfolio includes Tunable Optical Lens (TLens) products for front and back camera phones; wearables, including AR/VR devices; tablet PCs; HD video cameras; drones; handheld devices; and barcode readers, as well for industry applications, such as medical and retail. It also offers ASIC drivers that control the supply of variable voltage to TLens products and makes them to change focus. It has operations in Europe, Asia, and the United States. poLight ASA was founded in 2005 and is headquartered in Horten, Norway.",Horten,47 33 07 12 60,Norway,[],http://polight.com,1,Kongeveien 77,,Electronic Components,71.9,71.9,62.570213,,0,,71.9,,56892,,71.9,70.65882,,71.9,,56892,,,,,,,,,68.1,2,NOK,,77612,,,,626008768,,,38916,179.1668,68.1,69.2,,0,77612,95,,,,7.1,69.4,False,,0,71.9,OSL,POLIGHT ASA,poLight ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PLT.OL,finmb_39950814,no_market,,153.236,,0,-8.64,8.101266,,,,9046370,,,13.582,,,,1577750400,0.50662,-82413000,-10.154,,,5.0949783,0.115959994,1640908800,1585612800,,,4214463,535406240,,,,,,,,,,,,,,https://logo.clearbit.com/polight.com,,,,,046cac0f-3777-35a9-8f0e-7c36293edb39,
PEXIP,0283,Technology,182,"Pexip Holding ASA, a technology company that delivers a video-first meeting platform. Its platform simplifies video communication across borders, businesses, and platforms, enabling everyone to be seen, heard, and included. The company offers self-hosted and as-a-service deployment options for enterprise video conferencing built on the Pexip Infinity technology; and provides interoperability, including Microsoft Teams, Skype for Business, Google Hangouts Gateway interop, video system device registration, and a world-class meeting and calling service. The company has operations in the Asia Pacific, Europe, the Middle East, Africa, and the Americas. Pexip Holding ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.pexip.com,1,Lilleakerveien 2a,,Software—Application,84,84.27,88.083336,,0,,84.89,,137779,,84,85.48882,,84.27,,137779,,,,,,,,,83.6,2,NOK,155.08287,107008,,,,8506136064,,,313568,19.775229,83.6,84.21,,,107008,110,,,,78.8,84,False,,,84.89,OSL,PEXIP HOLDING ASA,Pexip Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PEXIP.OL,finmb_595955356,no_market,,15.613,,0.10345,110.526,Infinity,,,,101011000,,,10.802,,,,1577750400,,44497000,0.543,,,7.7680063,,1640908800,1585612800,,,48192072,6715698688,,,,,,5.915,,,,,,,,https://logo.clearbit.com/pexip.com,,,,,4fd14c49-3507-3a69-9fc2-7007e571b044,
PLCS,,Energy,324,"Polarcus Limited, a geophysical service company, provides marine seismic data acquisition and processing services to oil and gas companies. The company operates a fleet of seismic vessels with 3D and 4D imaging capabilities; and offers a library of 3D multi-client projects. Its geophysical solutions include RightFLOW that integrates and accelerates seismic data acquisition and processing workflow; Cirrus, a suite of cloud-based applications and services designed to bring clients closer to acquired seismic data; XArray, an acquisition configuration to deliver un-interpolated data; and XArrayOBN, a hybrid technique combining towed streamer acquisition and ocean bottom node operations; and XArray 4D, which retains the 4D repeat sub-set of the baseline for analysis. The company operates in the Asia Pacific, Russia, Australia, Europe, Africa, the Middle East, the United Arab Emirates, Mauritania, Mexico, and North and South America. Polarcus Limited was incorporated in 2007 and is headquartered in Dubai, the United Arab Emirates.",Dubai,971 4 43 60 800,United Arab Emirates,[],http://www.polarcus.com,1,Reef Tower,,Oil & Gas Equipment & Services,0.37,0.3615,0.46068478,,0,,0.374,,724447,,0.37,0.37663236,,0.3615,,724447,,,,,,2.503484,,,0.3615,4,NOK,,133200,,,,190101200,,,1553514,0.84832144,0.3615,0.3735,,2300000,133200,1.428,-37,,,0.237,0.37,False,,6336300,0.374,OSL,POLARCUS LIMITED,Polarcus Limited,Europe/Oslo,CEST,False,7200000,EQUITY,PLCS.OL,finmb_46565274,no_market,,2.332,,-0.13535,17.237,-0.65613383,,-0.01,,513787008,,,0.084,,,,1577750400,0.06482,-30330000,-0.06,,,4.404762,0.18273,1640908800,1593475200,,,469058550,522571744,,1495152000,1:10,,,,,,,,,,,https://logo.clearbit.com/polarcus.com,"Level 20 Jumeirah Lakes Towers, Cluster O PO Box 283373",,,,4eac5ff4-29c1-304e-93a0-edf2282070fb,
PRS,4031,Energy,150,"Prosafe SE, together with its subsidiaries, owns and operates semi-submersible accommodation vessels in Europe, South America, and internationally. Its accommodation vessels are used for accommodation, engineering, construction, or storage capacity offshore. The company is also involved in the maintenance and modification of installations on fields for the production, hook-up and commissioning of new fields, tie-backs to existing infrastructure, and decommissioning activities. It owns and operates a fleet of seven semi-submersible accommodation vessels and one tender support vessel. The company primarily serves oil and gas industries. Prosafe SE was founded in 1972 and is based in Stavanger, Norway.",Stavanger,47 51 64 25 00,Norway,[],http://www.prosafe.com,1,Forusparken 2,,Oil & Gas Equipment & Services,1.35,1.386,1.5456159,,0,,1.418,,88730,,1.35,1.406353,,1.386,,88730,,,,,1440633600,1.311846,,,1.348,4,NOK,,25857,,,,114446152,,,166992,1.0209291,1.348,1.386,,3800000,25857,11.002,-1.471579,,,1,1.35,False,,4412500,1.418,OSL,PROSAFE SE (SN),Prosafe SE,Europe/Oslo,CEST,False,7200000,EQUITY,PRS.OL,finmb_6522039,no_market,,12.604,,0,133.297,-0.8578947,,-0.95,,81864200,,,-10.303,,,,1577750400,0.4341,-1270800000,-14.359,,,,0.20045,1640908800,1593475200,,,67881491,1412943744,,1480982400,1:100,,,,,,,,,,,https://logo.clearbit.com/prosafe.com,,,,,fab88977-73e3-30c8-ba4f-4246afb217d5,
PHO,0275,Healthcare,67,"Photocure ASA, a specialty pharmaceutical company, engages in the research, development, production, distribution, marketing, and sale of pharmaceutical products in Nordic countries and the United States. The company offers Hexvix/Cysview for the detection and management of bladder cancer. It also develops Cevira for the treatment of human papilloma virus infection and precancerous lesions of the cervix. The company sells its products to license partners, pharmaceutical wholesalers, and hospitals. Photocure ASA was founded in 1997 and is headquartered in Oslo, Norway.",Oslo,47 22 06 22 10,Norway,[],http://www.photocure.com,1,Hoffsveien 4,47 22 06 22 18,Drug Manufacturers—Specialty & Generic,89,90,73.56703,,0,,93.3,,482531,,89,73.82059,,90,,482531,,,,,1369267200,0.354239,,,89.7,2,NOK,130.47209,317906,,,,2425317888,,,346552,8.509738,89.7,91.2,,97900,317906,123,72.96,,,42.45,91.1,False,,140900,93.3,OSL,PHOTOCURE ASA,Photocure ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PHO.OL,finmb_558837,no_market,,6.749,,0.054229997,70.084,0.6240876,,1.25,,26593400,,,18.685,,,,1577750400,0.11812,15457000,0.699,,,4.8809204,0.1857,1640908800,1593475200,,,21965081,1923375232,,,,,,,,,,,,,,https://logo.clearbit.com/photocure.com,,,,,87e7c57f-bfb3-3276-9072-91da68448d9f,
POL,7014,Communication Services,,"Polaris Media ASA operates as an Internet and digital media company in Norway. It also focuses on providing printing services. The company is based in Trondheim, Norway.",Trondheim,47 95 26 39 28,Norway,[],http://www.polarismedia.no,1,Ferjemannsveien 10,47 72 50 10 09,Publishing,35,35,35.13478,0.05257143,0.524,,36.4,,278,,35,35.558823,1.84,35,,278,,,,,1557187200,0.586527,,,35,2,NOK,11.326757,2240,,,,1738109440,,,1699,0.6301909,35,36.8,,40200,2240,48,,,,24,35.6,False,,50200,36.4,OSL,POLARIS MEDIA ASA,Polaris Media ASA,Europe/Oslo,CEST,False,7200000,EQUITY,POL.OL,finmb_4481045,no_market,,0.691,,0.06044,9.134,0.28676462,,,,48823300,,,44.612,,,,1577750400,0.13904999,166695008,3.143,,,0.7979916,0.81512,1640908800,1585612800,,,10253374,1904714368,,,,,,,,,,,,,,https://logo.clearbit.com/polarismedia.no,,,,,1cef6aeb-eb07-315a-a7ad-eaf321e9c395,
PPG PREF,0158,Real Estate,2,"Pioneer Property Group ASA invests in and rents properties. Its portfolio comprises 13 preschool properties in Sweden, the Netherlands, and Poland. The company was incorporated in 2015 and is based in Oslo, Norway.",Oslo,47 97 76 92 00,Norway,[],http://www.pioneerproperty.no,1,Radhusgata 23,,Real Estate Services,101,101,99.87319,0.20178217,,,101,,19691,,101,100.64706,20.38,101,,19691,,,,8.5,1601424000,,,,100,2,NOK,1.1285043,4600,,,,1242118144,,,7725,96.32556,100,102,,38500,4600,104,,,,94,101,False,0.0842,18200,101,OSL,Pioneer Property Group,Pioneer Property Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PPG-PREF.OL,finmb_297114713,no_market,,-11.644,,62.552853,,-0.009803951,,,,12298200,,,218.679,,,,1577750400,0.18000999,-25850000,89.499,,,0.4618642,0.27567,1640908800,1593475200,,,,-150151536,,,,,,,,,,,,,,https://logo.clearbit.com/pioneerproperty.no,,,,,2bd77545-ed44-3e93-afad-fcfcd8eb97a3,
PHLY,0250,Industrials,300,"Philly Shipyard ASA, together with its subsidiaries, operates commercial shipyard constructing vessels for operation in the United States Jones Act market. It owns a shipbuilding facility that provides ocean-going merchant vessels, including containerships, product tankers, and aframax tankers. The company was formerly known as Aker Philadelphia Shipyard ASA and changed its name to Philly Shipyard ASA in November 2015. The company was founded in 1997 and is headquartered in Oslo, Norway. Philly Shipyard ASA is a subsidiary of Aker Capital AS.",Oslo,47 23 11 91 00,Norway,[],http://www.phillyshipyard.com,1,Vika Atrium,47 23 11 91 01,Aerospace & Defense,77.8,78,63.804348,0.0032133674,0,,78,,7563,,77.8,73.064705,0.25,78,,7563,,,,,1487808000,0.721835,,,75,2,NOK,,698,,,,920200384,,,11703,54.75102,75,76.6,,10800,698,113.5,,,,31,76,False,,15000,78,OSL,PHILLY SHIPYARD,Philly Shipyard ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PHLY.OL,finmb_39587073,no_market,,53.4,,-0.56,-38.74,0.94987464,,,,12107900,,,8.152,,,,1577750400,0.2543,-9412000,-0.778,,,9.3228655,0.59282,1640908800,1585612800,,,4017159,897494720,,,,,,,,,,,,,,https://logo.clearbit.com/phillyshipyard.com,Munkedamsveien 45,,,,578256d6-6e37-3d39-b0d8-fd12b4a314fd,
PARB,0250,Financial Services,50,"Pareto Bank ASA provides various banking products and services in Norway. The company offers financing for housing and business projects; companies with a specific need for capital; conventional and industrial shipping; and the lending of financial instruments to private customers and companies. It also accepts deposits. The company was founded in 2007 and is based in Oslo, Norway.",Oslo,47 24 02 81 20,Norway,[],http://www.paretobank.no,1,Dronning Mauds gate 3,47 24 02 81 10,Banks—Regional,38,38.5,34.221016,0.07368421,0,,38.8,,39031,,38,37.282352,2.8,38.5,,39031,,,,,1585267200,1.060394,,,38.1,2,NOK,6.793049,96811,,,,2703260672,,,53403,3.9811382,38.1,38.8,,16800,96811,47.5,6.7657347,,,19.8,38.7,False,,100000,38.8,OSL,PARETO BANK ASA,Pareto Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PARB.OL,finmb_62731707,no_market,,9.621,,0.60414004,,0.07954538,,5.72,,69851696,,,49.398,,,,1577750400,0.093310006,410220000,5.697,,,0.78343254,0.57567,1640908800,1593475200,,,44729555,6532861952,,,,,,0.476,,,,,,,,https://logo.clearbit.com/paretobank.no,,,,,db5bcc4a-9e7b-3e60-bb86-e927eb7ebdc9,
RAKP,KT13 0TS,Energy,1325,"RAK Petroleum plc operates as an oil and gas investment company. It primarily holds 44.94% interests in DNO ASA through which it owns 106 licenses comprises three licenses in the Kurdistan Region of Iraq, 87 licenses in Norway, 12 licenses in the United Kingdom, two licenses in the Netherlands, one license in Ireland, and one license in Yemen. The company also holds 33.33% interest in Foxtrot International LDC, which operates offshore Block CI-27 comprising four producing gas fields with associated oil and condensates in Foxtrot and Mahi; and Block CI-502 and Block CI-12 offshore exploration licenses. RAK Petroleum plc was founded in 2005 and is based in Weybridge, the United Kingdom.",Weybridge,44 9712 356 662,United Kingdom,[],http://www.rakpetroleum.uk,1,Elder House,,Oil & Gas E&P,6,6,6.103261,,0,,6,,15874,,6,6.2952943,,6,,15874,,,,,,1.704413,,,6,2,NOK,,2695,,,,3008723968,,,38985,3.860308,6,6.14,,338500,2695,13.4,,,,3.11,6,False,,325400,6,OSL,RAK PETROLEUM PLC,RAK Petroleum plc,Europe/Oslo,CEST,False,7200000,EQUITY,RAKP.OL,finmb_25838857,no_market,,3.744,,-0.08558,6.724,-0.41176468,,,,178598000,,,2.547,,,,1577750400,0.088240005,-66700000,-0.227,,,2.3557127,0.48634997,1640908800,1593475200,,,167262834,2918389760,,,,,,,,,,,,,,https://logo.clearbit.com/rakpetroleum.uk,St Georges Business Park Brooklands Road,,,,1daba114-11e3-37ba-beb2-e131e0da5042,
QFUEL-ME,0283,Industrials,25,"Quantafuel AS, a technology-based energy company, which converts plastic waste to environment friendly fuels and chemicals in Norway. The company was founded in 2014 and headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.quantafuel.com,1,Lilleakerveien 2C,,Waste Management,35.95,37,115.2809,,0,,37.3,,909368,,35.95,25.968382,,37,,909368,,,,,,1.234349,,,33.1,2,NOK,,572512,,,,4335408128,,,260108,8723.155,33.1,34.85,,,572512,275,,,,20.05,34.4,False,,,37.3,OSL,QUANTAFUEL ASA,Quantafuel ASA,Europe/Oslo,CEST,False,7200000,EQUITY,QFUEL-ME.OL,finmb_418823774,no_market,,8439.979,,0,-201.909,Infinity,,,,125664000,,,1.609,,,,1577750400,0.15267,-131388000,-1.175,,,21.44189,0,1640908800,1585612800,,,78121552,4194669312,,1594080000,10:1,,,,,,,,,,,https://logo.clearbit.com/quantafuel.com,,,,,72697af9-d52b-391e-b44d-8c49e18179e0,
